Price,Close,High,Low,Open,Volume
Ticker,2454.TW,2454.TW,2454.TW,2454.TW,2454.TW
Date,,,,,
2024-05-06,972.701171875,996.1963692632851,972.701171875,996.1963692632851,4516638
2024-05-07,982.0993041992188,991.4973836652399,972.7012247331975,986.7983439322294,3178782
2024-05-08,1029.0897216796875,1033.7887615047089,996.1964429045378,1014.9926022046234,9985063
2024-05-09,1029.0897216796875,1057.283960629816,1024.3906818546661,1033.7887615047089,7792270
2024-05-10,1029.0897216796875,1038.4878013297305,1014.9926022046234,1038.4878013297305,4456276
2024-05-13,1047.8858642578125,1052.5849040078474,1033.7887450077073,1047.8858642578125,4025166
2024-05-14,1085.4781494140625,1090.1771890219156,1043.1867929433847,1047.8858325512379,7534580
2024-05-15,1085.4781494140625,1104.2743078454748,1076.0800701983562,1099.5752682376217,5522444
2024-05-16,1118.3714599609375,1137.1676189518776,1104.2743407177325,1108.9733804654675,10020318
2024-05-17,1094.876220703125,1113.6723789984576,1094.876220703125,1108.9733394246246,6360397
2024-05-20,1118.3714599609375,1123.0704997086725,1094.8762612222624,1094.8762612222624,6031212
2024-05-21,1104.2742919921875,1118.3714106133643,1094.876212911403,1108.9733315325798,3369008
2024-05-22,1113.67236328125,1118.3714027887659,1090.177165743671,1118.3714027887659,4429872
2024-05-23,1132.468505859375,1137.167545302775,1113.6723480857754,1123.0704269725752,6200782
2024-05-24,1123.0704345703125,1132.4685135206917,1118.3713950951228,1118.3713950951228,3253977
2024-05-27,1207.653076171875,1231.1482722063472,1160.6626841029304,1174.759801723614,14370057
2024-05-28,1231.1484375,1240.5465171755725,1207.6532383110687,1221.7503578244275,10026387
2024-05-29,1212.352294921875,1235.8474944358647,1198.2551752134812,1231.1484545330668,7857214
2024-05-30,1212.352294921875,1221.750374727471,1174.7599756994912,1179.4590156022894,8407440
2024-05-31,1160.662841796875,1235.8474793221787,1151.2647621062122,1235.8474793221787,14212589
2024-06-03,1193.5560302734375,1193.5560302734375,1165.3617933378446,1188.856990784172,6293578
2024-06-04,1165.36181640625,1193.5560538999496,1146.565658077117,1184.157974735383,6985162
2024-06-05,1155.9637451171875,1170.06086396008,1146.5656658885923,1165.3618243457825,5828522
2024-06-06,1212.352294921875,1221.750374727471,1160.6628559910973,1179.4590156022894,9895619
2024-06-07,1198.255126953125,1212.35224609375,1193.5560872395833,1212.35224609375,4931241
2024-06-11,1193.5560302734375,1202.9541092519685,1174.7598723163755,1193.5560302734375,5557895
2024-06-12,1221.7503662109375,1231.1484459510216,1188.857087120643,1193.556126990685,7741796
2024-06-13,1301.634033203125,1315.7311526962997,1245.2455552304266,1259.3426747236012,13075007
2024-06-14,1311.031982421875,1311.031982421875,1282.8377462407593,1311.031982421875,5947681
2024-06-17,1296.9349365234375,1306.3330157736075,1282.8378176481829,1292.2358968983526,4297102
2024-06-18,1320.43017578125,1320.43017578125,1292.2359371524688,1292.2359371524688,7677930
2024-06-19,1395.6148681640625,1395.6148681640625,1334.5273486821338,1339.2263886422822,11552021
2024-06-20,1409.7117919921875,1409.7117919921875,1372.1194775390625,1395.6146740722656,6213796
2024-06-21,1400.3138427734375,1405.0128825142879,1358.0224851057833,1381.5176838100356,10724486
2024-06-24,1325.1290283203125,1376.8184585030197,1320.4299892127938,1367.420380287982,9093868
2024-06-25,1301.634033203125,1315.7311526962997,1282.8378738788922,1287.5369137099503,9382535
2024-06-26,1320.43017578125,1343.9253746385675,1311.032096238323,1311.032096238323,4993229
2024-06-27,1311.031982421875,1325.1291005124328,1296.9348643313172,1296.9348643313172,4724876
2024-06-28,1315.7310791015625,1320.4301186697824,1292.2358812604632,1315.7310791015625,6843642
2024-07-01,1329.828125,1353.3233215547702,1320.430046378092,1320.430046378092,5023006
2024-07-02,1325.1290283203125,1329.8280674278315,1306.3328718902371,1325.1290283203125,5090265
2024-07-03,1320.43017578125,1343.9253746385675,1306.3330564668593,1343.9253746385675,6361645
2024-07-04,1320.8194580078125,1344.8343572443182,1320.8194580078125,1325.6224378551137,7642964
2024-07-05,1296.8045654296875,1330.42542453342,1282.395625813802,1325.6224446614583,6406820
2024-07-08,1364.0462646484375,1364.0462646484375,1282.3956079617353,1287.1985877668353,7726110
2024-07-09,1402.4700927734375,1402.4700927734375,1359.243274845489,1392.8641332338934,9654123
2024-07-10,1378.4552001953125,1402.470099153419,1354.440301237206,1397.6671193617976,5443505
2024-07-11,1364.0462646484375,1402.4701030892386,1359.2432848433373,1378.455204063738,5250273
2024-07-12,1306.4105224609375,1330.4254217708813,1296.80456273696,1311.2135023229264,6871306
2024-07-15,1301.6075439453125,1325.6224432800968,1296.8045640783557,1316.0164835461833,3536752
2024-07-16,1292.00146484375,1311.2133825365938,1272.7895471509062,1301.6074236901718,5001135
2024-07-17,1272.78955078125,1292.0014685288916,1253.5776330336084,1282.3955096550708,5978911
2024-07-18,1229.5628662109375,1239.1688261032104,1200.7449865341187,1219.9569063186646,9831726
2024-07-19,1210.350830078125,1234.36572750031,1210.350830078125,1210.350830078125,5871057
2024-07-22,1176.7301025390625,1210.3509626116072,1147.9122224768814,1205.5479826012436,7245311
2024-07-23,1224.7598876953125,1224.7598876953125,1191.1390280330882,1205.547967888327,6430338
2024-07-26,1195.9420166015625,1205.5479765742657,1138.3062567653426,1143.1092367516942,10242503
2024-07-29,1191.138916015625,1229.562752016129,1181.5329570154988,1215.1538135159399,5100068
2024-07-30,1205.5479736328125,1205.5479736328125,1162.321153861118,1181.533073759649,4423237
2024-07-31,1171.9271240234375,1186.336064072906,1152.7152039574796,1181.5330840564166,7379704
2024-08-01,1133.5032958984375,1186.3360766394662,1133.5032958984375,1167.1241563700012,12041919
2024-08-02,1047.049560546875,1095.0793569022362,1047.049560546875,1085.473397631164,13774887
2024-08-05,951.9506225585938,979.8079061652529,942.3446626942285,955.7930065043398,22181134
2024-08-06,1032.640625,1047.0495639534884,994.2167877906977,1047.0495639534884,16439278
2024-08-07,1104.6854248046875,1104.6854248046875,1037.443703294837,1047.0496635105299,10529284
2024-08-08,1071.0645751953125,1095.079475984445,1056.655634721833,1075.867555353139,8053732
2024-08-09,1080.6705322265625,1109.4884130859375,1075.8675520833333,1104.6854329427083,6961644
2024-08-12,1128.7001953125,1128.7001953125,1095.079338430851,1099.8823179853723,4578908
2024-08-13,1114.2913818359375,1138.3062823065395,1104.6854216476968,1133.5033022124192,3784683
2024-08-14,1138.30615234375,1143.1091318895042,1123.8972137064875,1128.7001932522417,4435983
2024-08-15,1109.48828125,1133.503179112554,1109.48828125,1123.8972199675325,3064248
2024-08-16,1181.532958984375,1191.138918000508,1138.3061434117758,1138.3061434117758,6964050
2024-08-19,1205.5479736328125,1215.1539335820778,1181.533073759649,1191.1390337089142,5847224
2024-08-20,1200.744873046875,1219.956791015625,1191.1389140625001,1219.956791015625,4293705
2024-08-21,1171.9271240234375,1191.1390440893956,1162.3211639904584,1171.9271240234375,4500318
2024-08-22,1181.532958984375,1191.138918000508,1167.1240204601752,1181.532958984375,3022975
2024-08-23,1176.7301025390625,1176.7301025390625,1143.1092424665178,1157.5181824976084,4222716
2024-08-26,1167.1241455078125,1195.942025643808,1162.3211654851466,1195.942025643808,3699292
2024-08-27,1162.3211669921875,1167.1241470210807,1143.1092468766142,1152.7152069344008,3877314
2024-08-28,1152.7152099609375,1171.9271301269532,1138.3062698364258,1157.5181900024415,4610835
2024-08-29,1200.744873046875,1205.5478525390627,1128.7001806640626,1128.7001806640626,5404585
2024-08-30,1191.138916015625,1210.350834015877,1176.7299775154358,1210.350834015877,5810148
2024-09-02,1176.7301025390625,1200.7450025908802,1167.1241425183355,1191.1390425701532,3182122
2024-09-03,1171.9271240234375,1176.730104039927,1152.7152039574796,1176.730104039927,3422128
2024-09-04,1090.2763671875,1123.8972243254407,1085.4733875963657,1090.2763671875,9683111
2024-09-05,1066.261474609375,1085.473393070805,1061.4584949940174,1075.8674338400901,9051905
2024-09-06,1099.88232421875,1104.6853038004913,1061.4584875648197,1066.261467146561,5102862
2024-09-09,1061.4586181640625,1071.0645785094387,1047.0496776459984,1056.6556379913743,7139369
2024-09-10,1085.473388671875,1085.473388671875,1056.6555110965155,1071.0644498841953,5579319
2024-09-11,1066.261474609375,1090.2763726861626,1066.261474609375,1080.6704134554477,4019795
2024-09-12,1109.48828125,1109.48828125,1090.2763629599567,1104.6853016774892,4341122
2024-09-13,1080.6705322265625,1119.094373372396,1080.6705322265625,1114.2913932291667,3453407
2024-09-16,1085.473388671875,1085.473388671875,1056.6555110965155,1075.8674294800885,3682733
2024-09-18,1061.4586181640625,1075.8675586821266,1051.8526578186863,1071.0645785094387,7064375
2024-09-19,1075.867431640625,1085.4733908517019,1037.443594796317,1061.4584928240095,7749361
2024-09-20,1080.6705322265625,1109.4884130859375,1080.6705322265625,1099.8824527994793,8871960
2024-09-23,1099.88232421875,1104.6853038004913,1075.8674263100436,1080.6704058917849,4490555
2024-09-24,1147.912109375,1147.912109375,1090.2763549293934,1090.2763549293934,6847737
2024-09-25,1176.7301025390625,1181.5330825494261,1157.5181824976084,1171.927122528699,10887978
2024-09-26,1219.956787109375,1229.5627460629921,1181.5329512949065,1186.335930771715,9413246
2024-09-27,1210.350830078125,1253.577645438058,1200.7448711092509,1229.562748015873,8955853
2024-09-30,1128.7001953125,1186.3359499667554,1128.7001953125,1186.3359499667554,8477410
2024-10-01,1162.3211669921875,1181.5330871077608,1143.1092468766142,1147.9122269055074,6000269
2024-10-04,1181.532958984375,1191.138918000508,1152.7150819359756,1152.7150819359756,6956378
2024-10-07,1200.744873046875,1243.9716884765626,1181.532955078125,1200.744873046875,8959497
2024-10-08,1176.7301025390625,1200.7450025908802,1176.7301025390625,1191.1390425701532,4347108
2024-10-09,1195.9420166015625,1224.7598965196723,1191.139036615211,1210.3509565606175,5544071
2024-10-11,1248.7747802734375,1258.3807401216948,1215.1539208045374,1215.1539208045374,9881759
2024-10-14,1239.1688232421875,1258.3807429823764,1234.3658433071403,1258.3807429823764,3998990
2024-10-15,1248.7747802734375,1258.3807401216948,1239.1688204251802,1258.3807401216948,5915032
2024-10-16,1224.7598876953125,1243.9718075022977,1210.3509478400736,1210.3509478400736,6461649
2024-10-17,1224.7598876953125,1243.9718075022977,1215.1539277918198,1243.9718075022977,4139436
2024-10-18,1253.5777587890625,1277.5926583827227,1243.9717989515984,1248.7747788703305,8327410
2024-10-21,1277.5926513671875,1292.001591044261,1258.380731797756,1258.380731797756,6320618
2024-10-22,1258.3807373046875,1263.1837172180642,1243.9717975645574,1258.3807373046875,5200879
2024-10-23,1248.7747802734375,1272.7896798940806,1224.7598806527944,1229.5628605769232,5399321
2024-10-24,1219.956787109375,1253.577643447035,1219.956787109375,1248.7746639702264,4473596
2024-10-25,1263.1837158203125,1272.7896756364364,1219.9568966477543,1219.9568966477543,6810511
2024-10-28,1282.3955078125,1287.1984872425094,1263.1835900924625,1277.5925283824906,5375094
2024-10-29,1248.7747802734375,1263.1837200458233,1234.3658405010517,1263.1837200458233,5336390
2024-10-30,1239.1688232421875,1263.1837229174237,1234.3658433071403,1239.1688232421875,5429739
2024-11-01,1239.1688232421875,1248.774783112282,1171.9271041515262,1171.9271041515262,7755216
2024-11-04,1243.9718017578125,1253.5777616169462,1229.562861969112,1234.3658418986788,3429980
2024-11-05,1239.1688232421875,1248.774783112282,1229.562863372093,1234.3658433071403,3613551
2024-11-06,1253.5777587890625,1267.9866985452586,1239.1688190328664,1239.1688190328664,3781856
2024-11-07,1253.5777587890625,1277.5926583827227,1248.7747788703305,1277.5926583827227,4276840
2024-11-08,1229.5628662109375,1267.9867057800293,1229.5628662109375,1258.3807458877563,4130119
2024-11-11,1243.9718017578125,1258.380741546513,1229.562861969112,1248.7747816873793,2805531
2024-11-12,1215.1539306640625,1243.9718104426568,1215.1539306640625,1229.5628705533595,4165815
2024-11-13,1205.5479736328125,1224.7598935313433,1205.5479736328125,1215.1539335820778,4020882
2024-11-14,1186.3360595703125,1215.1539395598747,1181.5330795720522,1210.3509595616144,4261333
2024-11-15,1219.956787109375,1224.7597665861836,1181.5329512949065,1191.1389102485236,4250152
2024-11-18,1191.138916015625,1215.1538135159399,1181.5329570154988,1210.350834015877,3884093
2024-11-19,1234.3658447265625,1239.1688246671329,1195.9420052020002,1205.5479650831408,4308916
2024-11-20,1224.7598876953125,1224.7598876953125,1224.7598876953125,1224.7598876953125,4926471
2024-11-21,1215.1539306640625,1219.9569106271615,1205.5479707378643,1215.1539306640625,2583520
2024-11-22,1258.3807373046875,1258.3807373046875,1219.956897997674,1229.5628578244275,6124283
2024-11-25,1229.5628662109375,1277.5926656723022,1229.5628662109375,1272.7896857261658,7448148
2024-11-26,1229.5628662109375,1239.1688261032104,1219.9569063186646,1229.5628662109375,3208553
2024-11-27,1200.744873046875,1234.3657294921875,1200.744873046875,1219.956791015625,2932917
2024-11-28,1205.5479736328125,1215.1539335820778,1191.1390337089142,1210.3509536074453,4205695
2024-11-29,1205.5479736328125,1219.9569135567106,1176.7300937850162,1186.3360537342817,4141261
2024-12-02,1258.3807373046875,1263.1837172180642,1219.956897997674,1224.7598779110508,4380160
2024-12-03,1263.1837158203125,1277.5926555444985,1243.9717961880644,1272.7896756364364,5954597
2024-12-04,1267.9866943359375,1272.7896742387252,1253.5777546275744,1263.1837144331498,4729113
2024-12-05,1272.78955078125,1282.3955096550708,1258.3806124705188,1272.78955078125,5251677
2024-12-06,1253.5777587890625,1287.1986182201867,1248.7747788703305,1272.7896784639906,4223587
2024-12-09,1272.78955078125,1272.78955078125,1248.774653596698,1267.9865713443396,4075270
2024-12-10,1296.8045654296875,1306.4105251736112,1258.380726453993,1263.1837063259547,5824301
2024-12-11,1296.8045654296875,1301.6075453016492,1253.5777465820313,1267.9866861979167,6205868
2024-12-12,1325.6224365234375,1344.8343558933423,1316.016476838485,1316.016476838485,7666196
2024-12-13,1354.4403076171875,1354.4403076171875,1311.2134892889794,1330.4254085459606,6323798
2024-12-16,1330.4254150390625,1383.25819325361,1330.4254150390625,1378.455213415924,7194809
2024-12-17,1368.8492431640625,1388.0611623663651,1335.228384560033,1335.228384560033,8783456
2024-12-18,1364.0462646484375,1373.6522242586377,1349.637325233137,1373.6522242586377,5995195
2024-12-19,1364.0462646484375,1373.6522242586377,1340.0313656229368,1344.834345428037,6353336
2024-12-20,1335.2283935546875,1368.8492523852012,1335.2283935546875,1364.0462725522707,5544646
2024-12-23,1354.4403076171875,1368.8492470599235,1344.8343479886967,1349.637327802942,4295456
2024-12-24,1349.6373291015625,1373.6522281958964,1349.6373291015625,1373.6522281958964,3196077
2024-12-25,1354.4403076171875,1373.652226874169,1354.4403076171875,1364.046267245678,2381315
2024-12-26,1364.0462646484375,1373.6522242586377,1359.2432848433373,1364.0462646484375,2351336
2024-12-27,1373.6522216796875,1383.2581812718531,1364.0462620875219,1364.0462620875219,2283253
2024-12-30,1364.0462646484375,1378.455204063738,1364.0462646484375,1373.6522242586377,2765852
