Price,Close,High,Low,Open,Volume
Ticker,2330.TW,2330.TW,2330.TW,2330.TW,2330.TW
Date,,,,,
2024-01-02,577.9627685546875,577.9627685546875,574.0642001327335,575.038842238222,26059058
2024-01-03,563.3431396484375,570.1656344192663,561.3938554282007,569.1909923091479,37106763
2024-01-04,565.29248046875,566.2671226764547,562.3685538456358,565.29248046875,15309129
2024-01-05,561.3939819335938,565.292551252577,559.444697274102,563.3432665930853,18158971
2024-01-08,568.2164916992188,570.1657764048764,564.3179222879033,567.2418493463899,17761275
2024-01-09,571.1403198242188,574.0642463762199,568.2163932722176,573.0896041922194,22501510
2024-01-10,569.1911010742188,571.1403856669386,565.2925318887789,566.2671741851389,13037716
2024-01-11,571.1403198242188,574.0642463762199,568.2163932722176,571.1403198242188,23997409
2024-01-12,569.1911010742188,573.0896702596585,566.2671741851389,566.2671741851389,16496053
2024-01-15,571.1403198242188,575.0388885602202,570.1656776402184,575.0388885602202,21143076
2024-01-16,565.29248046875,573.089618130388,564.3178382610453,566.2671226764547,27223860
2024-01-17,566.26708984375,569.1910162973322,563.3431633901678,568.2163741461382,42592335
2024-01-18,573.089599609375,574.0642417855814,570.1656730807557,571.1403152569621,27209996
2024-01-19,610.1259765625,611.1006186975839,598.4302709414936,609.1513344274161,161106401
2024-01-22,610.1259765625,616.948471508087,607.2020501572483,616.948471508087,65168775
2024-01-23,612.0752563476562,613.0498984755984,606.2274035800035,613.0498984755984,41072439
2024-01-24,611.1006469726562,614.0245735131953,608.1767204321172,612.0752891528359,26635005
2024-01-25,625.7202758789062,625.7202758789062,616.9484963105103,618.8977806590428,52243347
2024-01-26,627.6696166992188,629.6189012231293,622.7964053894422,627.6696166992188,41153025
2024-01-29,631.5681762695312,631.5681762695312,627.6696072802132,629.6188917748722,27825490
2024-01-30,625.7202758789062,630.5934867502373,625.7202758789062,625.7202758789062,36161825
2024-01-31,612.0752563476562,620.8470354991354,610.125972091772,617.923109115309,41277950
2024-02-01,612.0752563476562,612.0752563476562,603.3034771961771,609.1513299638299,44946369
2024-02-02,618.897705078125,618.897705078125,612.0752106914371,616.9484209676427,26334815
2024-02-05,629.6188354492188,630.5934776093569,621.8216981681139,628.6441932890807,44017740
2024-02-15,679.32568359375,691.0213912022507,675.4271143909164,691.0213912022507,112945296
2024-02-16,665.6806030273438,681.2748777688336,665.6806030273438,679.3255934261473,44232811
2024-02-19,660.8074951171875,664.7060644099143,656.9089258244608,656.9089258244608,34408673
2024-02-20,669.5792236328125,670.5538658797307,657.883516669794,657.883516669794,30166461
2024-02-21,663.7313842773438,665.6806688126663,660.8074574743598,660.8074574743598,30564485
2024-02-22,674.4524536132812,677.3763804353041,667.6299576952277,677.3763804353041,33145643
2024-02-23,679.32568359375,685.1735373980003,678.3510412930416,683.2242527965835,46448923
2024-02-26,680.3002319335938,682.2495162657816,677.3763054353118,682.2495162657816,28798079
2024-02-27,680.3002319335938,683.2241584318756,673.4777367709358,682.2495162657816,33006829
2024-02-29,672.503173828125,680.3003120754076,670.5538892663044,673.4778161090353,54368302
2024-03-01,671.528564453125,679.3257030824791,670.5539221244558,679.3257030824791,23390635
2024-03-04,706.6156616210938,706.6156616210938,692.9706695346175,695.894596410291,88861397
2024-03-05,711.4888305664062,719.2859684356271,709.539546099101,716.3620417346693,64403889
2024-03-06,716.3619995117188,719.2859260403379,698.8184403400031,699.7930825162096,43687122
2024-03-07,740.72802734375,749.499806614926,734.8801744962993,735.8548166375411,71817344
2024-03-08,764.1195068359375,775.8152135732223,752.4238000986527,774.8405713451152,87139744
2024-03-11,746.5759887695312,758.2716961653986,741.7027773545865,748.5252733355092,64759810
2024-03-12,750.4744873046875,751.4491294959922,734.8802122438109,737.8041388177252,58110339
2024-03-13,759.246337890625,765.0941915842627,757.2970533260791,765.0941915842627,36754557
2024-03-14,764.1195068359375,765.0941490640446,750.4745156424386,759.2462956954022,42010806
2024-03-15,733.9055786132812,757.2969914774496,733.9055786132812,751.4491382614075,73316437
2024-03-18,748.1036987304688,749.0828920534144,738.3117655010124,738.3117655010124,43589856
2024-03-19,746.145263671875,749.0828434501108,739.2909108559917,742.2284906342273,30152375
2024-03-20,742.228515625,752.9996418411939,736.3533558707124,748.1036753792877,41280325
2024-03-21,767.6875610351562,767.6875610351562,755.9372412233937,756.9164345410405,46026103
2024-03-22,768.6666870117188,772.583459939167,758.8747546930981,771.6042667073049,30660820
2024-03-25,763.7708129882812,771.6043597881611,762.7916196382963,766.7083930382362,19877101
2024-03-26,765.7291870117188,775.5211203494645,759.8540270090713,771.6043470143662,40990702
2024-03-27,762.7915649414062,768.6667246200308,762.7915649414062,768.6667246200308,18794479
2024-03-28,752.9996337890625,759.8539867624349,752.0204405071522,757.8956001986143,27190918
2024-03-29,759.85400390625,760.8331972102529,752.0204574742268,752.9996507782297,9802000
2024-04-01,753.9788208007812,766.7083333597556,752.999627527014,766.7083333597556,21041261
2024-04-02,773.562744140625,773.562744140625,766.7083907115309,767.6875840585443,37974481
2024-04-03,763.7708129882812,768.6667797382062,761.8124262883113,766.7083930382362,30890544
2024-04-08,766.7083740234375,775.5211139547414,766.7083740234375,772.5835339776401,32202226
2024-04-09,801.9593505859375,802.9385439321962,775.5211302369505,778.4587102757268,56857731
